CustomerNo,Recency,Frequency,Monetary,Cluster
16181,43,2,1821.38,cluster_1
16182,73,5,32235.68,cluster_1
16183,68,1,1381.41,cluster_1
16184,65,6,6937.44,cluster_1
16185,17,2,2626.45,cluster_1
16186,23,12,32765.11,cluster_0
16187,32,16,65886.45,cluster_0
16188,45,4,8779.98,cluster_1
16189,16,2,1391.72,cluster_1
16190,41,1,1122.5500000000002,cluster_1
16191,3,14,42693.16,cluster_0
16193,237,1,2567.08,cluster_3
16197,3,1,74.93,cluster_1
16198,76,1,1722.44,cluster_1
16200,5,2,4570.32,cluster_1
16201,4,5,12822.06,cluster_1
16202,361,1,2332.12,cluster_3
16203,59,4,3292.8,cluster_1
16204,24,1,2628.08,cluster_1
16205,31,4,5641.46,cluster_1
16206,55,5,4590.75,cluster_1
16207,26,2,3175.5,cluster_1
16208,45,3,4958.71,cluster_1
16209,89,6,15961.97,cluster_1
16210,2,17,84327.78,cluster_0
16211,89,1,2079.19,cluster_1
16212,20,2,3088.73,cluster_1
16213,79,1,654.96,cluster_1
16214,171,3,5332.46,cluster_3
16215,81,2,8849.11,cluster_1
16216,268,1,3540.82,cluster_3
16217,2,3,13121.48,cluster_1
16218,30,7,19895.62,cluster_1
16219,2,2,20078.03,cluster_1
16221,37,3,7994.55,cluster_1
16222,319,1,4111.93,cluster_3
16224,58,5,15333.69,cluster_1
16225,45,7,17978.85,cluster_1
16226,204,3,2229.36,cluster_3
16227,226,2,1259.66,cluster_3
16229,88,2,3901.44,cluster_1
16230,190,2,4057.48,cluster_3
16232,44,4,6651.94,cluster_1
16233,72,3,2333.24,cluster_1
16235,41,4,4129.01,cluster_1
16236,79,1,2266.8,cluster_1
16238,2,1,4454.74,cluster_1
16239,57,2,2522.52,cluster_1
16240,25,3,45295.85,cluster_1
16241,10,13,14944.24,cluster_0
16242,9,7,18221.58,cluster_1
16243,34,3,1754.43,cluster_1
16244,212,2,10324.11,cluster_3
16245,24,4,11886.42,cluster_1
16247,171,1,1982.69,cluster_3
16248,62,1,956.1,cluster_1
16249,53,5,11581.23,cluster_1
16250,262,3,9864.79,cluster_3
16253,67,2,36912.0,cluster_1
16254,176,1,27.26,cluster_3
16255,17,8,19103.75,cluster_1
16256,267,1,6726.58,cluster_3
16257,177,1,32.75,cluster_3
16258,46,5,34683.03,cluster_1
16260,51,1,3644.3,cluster_1
16261,18,4,3797.05,cluster_1
16265,10,10,29207.5,cluster_1
16266,74,7,4807.59,cluster_1
16268,72,2,6085.66,cluster_1
16270,354,1,8220.88,cluster_3
16271,16,4,9463.58,cluster_1
16272,117,1,1912.88,cluster_1
16274,374,1,1887.46,cluster_3
16275,197,1,4017.92,cluster_3
16276,177,1,5136.84,cluster_3
16277,192,1,2995.89,cluster_3
16278,101,1,1748.86,cluster_1
16279,22,3,11614.89,cluster_1
16281,73,1,11387.86,cluster_1
16282,340,1,1340.98,cluster_3
16283,6,5,13460.59,cluster_1
16284,32,2,6297.91,cluster_1
16287,170,1,3200.1600000000003,cluster_3
16289,11,1,24.52,cluster_1
16290,43,1,28.18,cluster_1
16292,122,1,2267.45,cluster_1
16293,22,11,13463.78,cluster_1
16295,10,5,14661.48,cluster_1
16297,269,1,2421.18,cluster_3
16298,23,4,13905.82,cluster_1
16301,82,1,70.42,cluster_1
16302,127,1,1858.34,cluster_1
16303,26,3,28756.33,cluster_1
16305,139,1,2388.4,cluster_1
16306,214,6,5639.55,cluster_3
16308,38,4,84640.0,cluster_1
16309,107,2,5510.78,cluster_1
16311,18,2,3656.0,cluster_1
16313,4,2,1498.83,cluster_1
16315,284,2,1404.21,cluster_3
16316,65,8,19554.7,cluster_1
16317,120,3,10496.88,cluster_1
16318,36,1,2376.21,cluster_1
16319,218,1,1152.48,cluster_3
16320,173,2,8566.82,cluster_3
16321,73,5,1766.4,cluster_1
16322,2,2,2251.9,cluster_1
16323,197,1,725.0,cluster_3
16324,129,3,3161.33,cluster_1
16325,47,3,2597.06,cluster_1
16326,6,14,9090.89,cluster_0
16327,15,7,27480.33,cluster_1
16330,18,3,1764.7600000000002,cluster_1
16332,29,7,9790.83,cluster_1
16333,8,22,349966.24,cluster_0
16337,37,2,9508.94,cluster_1
16338,158,1,1121.6999999999998,cluster_3
16339,285,1,311.65,cluster_3
16340,108,1,5529.02,cluster_1
16341,25,4,13947.79,cluster_1
16342,76,4,1629.98,cluster_1
16343,17,2,1279.83,cluster_1
16344,159,1,288.18,cluster_3
16345,45,1,4597.4,cluster_1
16347,12,2,2999.01,cluster_1
16348,33,7,9631.19,cluster_1
16349,291,2,21255.4,cluster_3
16350,22,4,6393.49,cluster_1
16351,333,1,717.54,cluster_3
16352,11,3,2948.09,cluster_1
16353,4,23,24551.09,cluster_0
16354,64,2,1899.61,cluster_1
16356,198,3,1170.17,cluster_3
16357,34,3,3196.5,cluster_1
16358,2,4,12928.04,cluster_1
16359,8,9,14349.99,cluster_1
16360,5,6,22629.0,cluster_1
16361,10,4,4837.11,cluster_1
16362,33,5,4187.68,cluster_1
16363,54,1,645.0,cluster_1
16364,12,2,2540.88,cluster_1
16365,18,9,6079.28,cluster_1
16366,8,2,3485.05,cluster_1
16367,38,3,11457.28,cluster_1
16368,3,2,2416.81,cluster_1
16369,19,3,11986.45,cluster_1
16370,83,4,7026.599999999999,cluster_1
16372,34,2,1972.06,cluster_1
16374,67,2,2876.63,cluster_1
16376,9,2,7813.19,cluster_1
16377,268,1,16072.8,cluster_3
16378,248,3,3108.91,cluster_3
16379,5,4,14158.48,cluster_1
16380,62,1,16423.32,cluster_1
16383,75,2,5398.67,cluster_1
16384,90,2,3263.78,cluster_1
16385,61,3,3212.86,cluster_1
16386,29,4,7498.85,cluster_1
16387,323,1,547.64,cluster_3
16389,54,4,14120.11,cluster_1
16392,270,1,2259.54,cluster_3
16393,3,13,14750.93,cluster_0
16394,57,5,28283.67,cluster_1
16395,61,5,16208.21,cluster_1
16398,155,3,10209.73,cluster_3
16399,20,2,2867.84,cluster_1
16400,95,1,2074.33,cluster_1
16401,2,12,36723.86,cluster_0
16402,265,2,1791.23,cluster_3
16403,313,1,1108.74,cluster_3
16404,71,1,2063.28,cluster_1
16405,303,2,2087.61,cluster_3
16406,19,2,7663.14,cluster_1
16407,13,10,12255.82,cluster_1
16409,37,5,14763.48,cluster_1
16411,20,2,1559.62,cluster_1
16412,54,1,725.31,cluster_1
16413,57,1,1785.69,cluster_1
16414,22,2,406.15,cluster_1
16415,45,1,1993.06,cluster_1
16416,27,3,7695.68,cluster_1
16418,45,3,3349.38,cluster_1
16419,113,6,5369.45,cluster_1
16422,18,51,381043.45,cluster_2
16423,25,1,2650.04,cluster_1
16424,192,1,1038.78,cluster_3
16425,303,1,2349.8,cluster_3
16426,3,10,11836.77,cluster_1
16427,264,2,1845.82,cluster_3
16429,107,1,383.88,cluster_1
16430,58,1,1363.93,cluster_1
16431,214,3,5120.37,cluster_3
16432,65,1,3123.86,cluster_1
16433,29,1,1275.26,cluster_1
16434,30,7,9338.75,cluster_1
16436,200,2,12416.76,cluster_3
16438,6,5,5084.27,cluster_1
16440,8,5,20821.14,cluster_1
16441,68,2,2163.56,cluster_1
16442,2,3,4471.46,cluster_1
16444,47,4,4728.29,cluster_1
16445,34,1,1361.49,cluster_1
16446,1,2,1002741.57,cluster_2
16447,136,1,2528.1,cluster_1
16448,199,1,966.51,cluster_3
16449,198,2,4486.87,cluster_3
16450,150,1,2130.56,cluster_3
16451,88,1,1379.58,cluster_1
16454,65,1,26.54,cluster_1
16455,64,7,12013.18,cluster_1
16456,100,5,10022.63,cluster_1
16457,219,1,1648.76,cluster_3
16458,3,18,18571.38,cluster_0
16460,29,3,9803.38,cluster_1
16461,178,1,638.4399999999999,cluster_3
16462,61,4,341.28000000000003,cluster_1
16463,22,4,13377.9,cluster_1
16464,20,3,10909.04,cluster_1
16465,61,1,7852.66,cluster_1
16466,34,7,9640.8,cluster_1
16468,75,2,3295.9,cluster_1
16469,24,4,3263.06,cluster_1
16470,52,4,6074.01,cluster_1
16471,11,2,4243.69,cluster_1
16473,165,3,2332.77,cluster_3
16474,8,7,10528.16,cluster_1
16475,89,4,3827.65,cluster_1
16476,337,1,14.61,cluster_3
16477,64,7,15073.83,cluster_1
16478,26,3,2635.08,cluster_1
16479,11,2,680.01,cluster_1
16480,76,2,5500.3,cluster_1
16482,16,1,2141.74,cluster_1
16483,193,1,528.14,cluster_3
16484,174,2,2257.28,cluster_3
16485,78,2,2964.3,cluster_1
16488,34,3,7903.72,cluster_1
16491,47,1,5648.95,cluster_1
16492,355,1,6876.679999999999,cluster_3
16493,80,5,14916.99,cluster_1
16494,297,1,7765.88,cluster_3
16495,4,4,3245.35,cluster_1
16496,9,4,12232.53,cluster_1
16497,50,8,17715.75,cluster_1
16498,162,2,564.6899999999999,cluster_3
16499,181,3,1752.88,cluster_3
16500,5,9,13566.05,cluster_1
16503,107,4,7000.48,cluster_1
16504,26,2,7977.81,cluster_1
16505,32,1,6701.76,cluster_1
16506,20,2,523.02,cluster_1
16507,81,2,8662.0,cluster_1
16509,297,1,1028.69,cluster_3
16510,373,1,1197.22,cluster_3
16511,22,3,4894.32,cluster_1
16513,5,5,5126.11,cluster_1
16514,155,3,10867.92,cluster_3
16515,53,5,10118.8,cluster_1
16516,31,1,698.8,cluster_1
16517,278,1,1150.65,cluster_3
16518,62,2,3848.11,cluster_1
16519,26,2,761.5699999999999,cluster_1
16520,187,3,6524.33,cluster_3
16521,155,1,5239.0,cluster_3
16523,2,21,37826.21,cluster_0
16524,215,2,5010.82,cluster_3
16525,3,26,84842.98,cluster_0
16526,172,1,1383.95,cluster_3
16527,82,1,1319.99,cluster_1
16528,4,1,1089.89,cluster_1
16529,191,1,2495.79,cluster_3
16530,127,1,68.59,cluster_1
16531,23,7,10653.93,cluster_1
16532,18,3,23243.52,cluster_1
16533,20,3,7371.79,cluster_1
16534,246,2,1174.49,cluster_3
16535,6,1,2188.49,cluster_1
16536,111,3,3134.84,cluster_1
16539,3,5,8567.960000000001,cluster_1
16540,47,1,5540.64,cluster_1
16542,54,1,593.98,cluster_1
16545,67,2,8147.54,cluster_1
16546,291,3,11691.57,cluster_3
16549,11,12,39429.91,cluster_0
16550,109,5,18139.47,cluster_1
16551,96,3,10840.94,cluster_1
16552,243,2,2634.12,cluster_3
16553,164,12,53013.4,cluster_1
16554,43,3,4978.15,cluster_1
16555,36,2,2026.99,cluster_1
16556,67,7,22573.41,cluster_1
16557,25,2,1426.54,cluster_1
16558,1,20,58736.0,cluster_0
16560,27,2,5778.889999999999,cluster_1
16561,6,2,2465.03,cluster_1
16563,54,1,6085.9800000000005,cluster_1
16565,74,2,949.06,cluster_1
16566,16,6,3938.82,cluster_1
16567,74,3,25235.24,cluster_1
16569,4,1,575.67,cluster_1
16570,16,10,22669.24,cluster_1
16571,27,3,14156.98,cluster_1
16572,128,3,6487.349999999999,cluster_1
16573,85,2,4370.05,cluster_1
16574,36,2,4772.31,cluster_1
16581,183,1,1481.76,cluster_3
16582,114,1,2002.14,cluster_1
16583,374,1,1376.86,cluster_3
16584,81,4,8422.07,cluster_1
16586,249,1,1449.43,cluster_3
16587,233,1,958.41,cluster_3
16588,25,1,57.2,cluster_1
16589,72,3,4242.64,cluster_1
16591,69,1,639.0600000000001,cluster_1
16592,5,18,68588.99,cluster_0
16593,51,3,1527.4499999999998,cluster_1
16594,76,1,841.53,cluster_1
16595,62,1,3654.09,cluster_1
16596,16,3,1046.23,cluster_1
16597,5,1,1127.92,cluster_1
16598,286,1,897.0799999999999,cluster_3
16600,5,6,10645.83,cluster_1
16601,41,1,1580.06,cluster_1
16602,37,2,9139.2,cluster_1
16603,75,2,5354.64,cluster_1
16607,18,14,32736.35,cluster_0
16609,16,7,23794.5,cluster_1
16610,172,2,768.4,cluster_3
16611,187,1,614.39,cluster_3
16612,33,4,5731.69,cluster_1
16613,71,1,3637.13,cluster_1
16614,183,1,2804.89,cluster_3
16616,16,2,2961.12,cluster_1
16617,25,2,21188.92,cluster_1
16618,32,5,16684.42,cluster_1
16619,264,1,1595.07,cluster_3
16620,4,2,776.0200000000001,cluster_1
16621,52,4,3929.25,cluster_1
16623,246,1,532.41,cluster_3
16624,81,2,5746.34,cluster_1
16625,275,1,1838.59,cluster_3
16626,1,17,29243.19,cluster_0
16627,80,1,1991.29,cluster_1
16628,30,5,13197.69,cluster_1
16629,74,2,5430.66,cluster_1
16633,18,6,14592.98,cluster_1
16634,223,2,1063.68,cluster_3
16637,33,4,10685.22,cluster_1
16638,23,10,14585.39,cluster_1
16639,32,3,6214.72,cluster_1
16640,373,1,159.73,cluster_3
16641,106,2,3021.96,cluster_1
16642,5,3,5042.95,cluster_1
16643,172,3,8661.41,cluster_3
16644,24,3,19640.49,cluster_1
16647,170,2,1715.86,cluster_3
16648,43,1,3178.16,cluster_1
16649,355,1,145.68,cluster_3
16650,72,1,4344.46,cluster_1
16652,59,8,40615.33,cluster_1
16653,17,2,8435.64,cluster_1
16654,142,4,3506.32,cluster_1
16655,18,6,27284.05,cluster_1
16656,23,15,100009.66,cluster_0
16657,10,4,11051.88,cluster_1
16658,369,1,536.25,cluster_3
16659,190,1,778.08,cluster_3
16660,17,4,4904.2,cluster_1
16664,313,1,4331.81,cluster_3
16665,80,3,4627.849999999999,cluster_1
16666,20,2,2595.04,cluster_1
16667,69,3,4019.6,cluster_1
16668,16,7,4545.6,cluster_1
16669,24,2,10224.15,cluster_1
16670,17,11,29170.07,cluster_1
16671,29,3,10703.8,cluster_1
16672,3,20,36868.58,cluster_0
16673,214,1,748.9300000000001,cluster_3
16674,5,3,2166.34,cluster_1
16676,34,5,8281.08,cluster_1
16678,3,12,24951.94,cluster_1
16679,367,1,430.32,cluster_3
16680,44,1,972.66,cluster_1
16681,73,6,16236.0,cluster_1
16682,5,5,10942.8,cluster_1
16683,199,2,1511.47,cluster_3
16684,5,28,528587.34,cluster_2
16685,62,2,4378.87,cluster_1
16686,48,7,23158.99,cluster_1
16687,214,1,1996.48,cluster_3
16688,2,5,18277.97,cluster_1
16689,76,2,3815.62,cluster_1
16690,73,2,1645.7399999999998,cluster_1
16692,257,2,2702.46,cluster_3
16693,69,2,2570.28,cluster_1
16696,30,6,15062.6,cluster_1
16697,242,1,392.33,cluster_3
16698,227,2,10655.2,cluster_3
16699,251,1,148.25,cluster_3
16700,9,13,41255.13,cluster_0
16701,9,13,67187.77,cluster_0
16703,279,1,18.4,cluster_3
16705,1,20,65877.78,cluster_0
16706,38,3,2835.54,cluster_1
16708,46,2,6141.21,cluster_1
16709,85,5,11827.5,cluster_1
16710,20,10,21019.06,cluster_1
16711,4,4,7942.64,cluster_1
16712,10,11,19469.64,cluster_1
16713,19,15,50195.72,cluster_0
16714,243,3,8660.61,cluster_3
16715,79,2,6922.1,cluster_1
16716,267,2,2153.52,cluster_3
16717,24,7,23309.53,cluster_1
16718,370,1,4792.65,cluster_3
16719,15,7,12618.18,cluster_1
16720,27,2,1688.25,cluster_1
16721,263,1,2062.69,cluster_3
16722,18,13,49517.84,cluster_0
16723,92,2,4633.2300000000005,cluster_1
16724,361,1,13.27,cluster_3
16725,303,6,3629.29,cluster_3
16726,27,5,11078.48,cluster_1
16727,365,1,1974.28,cluster_3
16728,47,4,7951.62,cluster_1
16729,5,23,77933.88,cluster_0
16730,53,3,10949.25,cluster_1
16732,32,1,3867.97,cluster_1
16734,53,3,4198.93,cluster_1
16735,79,5,17459.87,cluster_1
16737,54,1,3381.12,cluster_1
16738,242,2,9114.55,cluster_3
16739,177,1,2093.95,cluster_3
16742,354,1,708.55,cluster_3
16743,30,7,23117.56,cluster_1
16744,12,7,8288.86,cluster_1
16745,87,17,72838.31999999999,cluster_0
16746,5,18,45409.59,cluster_0
16747,38,2,6770.18,cluster_1
16748,18,5,6830.34,cluster_1
16750,45,5,2820.49,cluster_1
16751,31,1,11306.14,cluster_1
16752,373,1,766.16,cluster_3
16753,59,1,1918.93,cluster_1
16754,373,1,45914.4,cluster_3
16755,115,3,12160.57,cluster_1
16756,102,2,6678.85,cluster_1
16757,319,1,939.54,cluster_3
16758,66,1,2336.02,cluster_1
16759,8,4,5102.85,cluster_1
16761,97,1,3819.92,cluster_1
16762,20,3,5798.68,cluster_1
16763,199,1,3896.33,cluster_3
16764,4,13,13206.77,cluster_0
16765,295,1,75.84,cluster_3
16766,274,2,6668.08,cluster_3
16767,31,11,48127.7,cluster_1
16768,48,3,2498.81,cluster_1
16769,261,1,1190.44,cluster_3
16770,58,5,5449.44,cluster_1
16771,34,5,17135.04,cluster_1
16772,143,1,16086.04,cluster_1
16773,58,1,1928.58,cluster_1
16774,68,4,3977.94,cluster_1
16775,11,11,5990.65,cluster_1
16776,61,1,2984.0,cluster_1
16777,81,2,797.93,cluster_1
16778,75,2,2240.28,cluster_1
16779,3,22,59918.45,cluster_0
16780,101,3,4856.65,cluster_1
16781,373,1,1477.12,cluster_3
16782,11,13,8268.69,cluster_1
16784,20,1,356.24,cluster_1
16788,124,3,10349.29,cluster_1
16789,9,1,198.08,cluster_1
16790,4,6,9359.23,cluster_1
16791,30,7,9298.28,cluster_1
16792,283,2,564.08,cluster_3
16793,58,1,1746.28,cluster_1
16794,2,10,8860.76,cluster_1
16795,366,1,2874.67,cluster_3
16796,90,1,2219.64,cluster_1
16797,52,1,5846.3,cluster_1
16800,12,1,3269.51,cluster_1
16801,164,5,7956.64,cluster_3
16803,19,2,2950.17,cluster_1
16804,24,3,3006.4700000000003,cluster_1
16805,151,3,6011.6,cluster_3
16806,104,4,4393.08,cluster_1
16807,143,3,7826.019999999999,cluster_1
16808,100,3,2582.79,cluster_1
16809,24,6,12002.79,cluster_1
16810,159,2,3108.14,cluster_3
16811,5,4,5234.63,cluster_1
16812,361,1,1321.44,cluster_3
16813,9,10,15170.32,cluster_1
16814,15,21,33673.12,cluster_0
16816,104,4,3235.77,cluster_1
16817,3,9,9354.49,cluster_1
16818,11,11,25298.02,cluster_1
16820,96,1,3595.37,cluster_1
16821,333,1,13648.7,cluster_3
16823,228,1,1761.03,cluster_3
16824,16,2,2317.08,cluster_1
16825,39,2,6595.68,cluster_1
16826,52,2,6533.02,cluster_1
16827,15,1,7901.400000000001,cluster_1
16828,15,2,724.15,cluster_1
16829,157,1,1216.76,cluster_3
16830,39,1,2977.88,cluster_1
16832,185,3,476.9,cluster_3
16833,2,5,4527.54,cluster_1
16834,213,2,4130.24,cluster_3
16835,129,2,562.9,cluster_1
16836,40,2,1949.5,cluster_1
16837,24,13,47741.26,cluster_0
16838,102,3,8364.3,cluster_1
16839,9,34,100974.75,cluster_0
16841,37,6,24977.26,cluster_1
16842,101,3,8034.099999999999,cluster_1
16843,43,16,108933.74,cluster_0
16844,18,1,18559.23,cluster_1
16846,51,1,1603.3,cluster_1
16847,44,1,997.68,cluster_1
16848,53,1,2029.94,cluster_1
16849,187,1,465.89,cluster_3
16850,334,1,2892.75,cluster_3
16851,5,3,2779.46,cluster_1
16852,11,2,669.4,cluster_1
16855,24,2,2017.35,cluster_1
16856,15,2,1422.16,cluster_1
16858,369,1,1317.56,cluster_3
16859,145,2,9217.8,cluster_1
16861,60,2,1612.88,cluster_1
16863,32,2,4707.46,cluster_1
16864,372,1,1172.04,cluster_3
16865,142,3,1469.62,cluster_1
16866,141,4,1322.56,cluster_1
16869,23,4,6677.21,cluster_1
16871,23,6,15485.21,cluster_1
16872,78,3,6848.81,cluster_1
16873,5,6,39748.71,cluster_1
16874,159,1,564.16,cluster_3
16875,68,5,12196.65,cluster_1
16877,13,6,5142.49,cluster_1
16878,85,1,136.59,cluster_1
16880,31,7,8998.98,cluster_1
16881,67,1,6594.0,cluster_1
16882,67,3,5068.5,cluster_1
16883,45,3,1563.97,cluster_1
16884,38,2,3702.35,cluster_1
16885,16,3,1775.21,cluster_1
16887,36,1,1790.19,cluster_1
16889,195,3,10740.29,cluster_3
16891,2,6,3302.05,cluster_1
16892,2,5,2241.55,cluster_1
16893,367,1,772.76,cluster_3
16895,65,1,1109.69,cluster_1
16896,65,1,927.8,cluster_1
16897,300,2,1045.19,cluster_3
16898,27,3,4681.57,cluster_1
16899,8,7,11984.82,cluster_1
16900,17,3,8961.65,cluster_1
16902,117,1,8196.5,cluster_1
16903,30,1,2798.53,cluster_1
16904,5,15,21763.89,cluster_0
16905,6,7,16261.94,cluster_1
16906,82,4,3238.7,cluster_1
16907,30,5,3883.06,cluster_1
16909,9,2,5041.69,cluster_1
16910,5,8,9256.83,cluster_1
16912,29,11,12443.85,cluster_1
16913,291,1,956.81,cluster_3
16914,37,1,986.42,cluster_1
16915,10,6,1707.16,cluster_1
16916,24,3,5201.01,cluster_1
16917,277,1,2779.76,cluster_3
16918,33,7,11064.66,cluster_1
16919,157,11,17012.93,cluster_1
16921,62,1,1705.6,cluster_1
16923,13,19,38010.91,cluster_0
16924,22,3,5287.45,cluster_1
16925,186,1,3688.94,cluster_3
16926,372,1,594.74,cluster_3
16927,116,3,10734.36,cluster_1
16928,81,17,24308.64,cluster_0
16929,4,7,8767.08,cluster_1
16930,27,4,3884.15,cluster_1
16931,6,21,34054.88,cluster_0
16932,52,2,945.72,cluster_1
16933,2,3,11189.86,cluster_1
16934,55,2,5023.11,cluster_1
16936,26,1,1972.19,cluster_1
16937,122,1,5.97,cluster_1
16938,9,4,27404.43,cluster_1
16940,53,3,24117.14,cluster_1
16942,13,9,8420.17,cluster_1
16943,212,3,2323.34,cluster_3
16945,22,20,25520.27,cluster_0
16947,236,1,3614.88,cluster_3
16948,139,3,16990.48,cluster_1
16949,4,7,16665.45,cluster_1
16950,57,3,7807.67,cluster_1
16951,135,3,14818.88,cluster_1
16952,110,2,1077.56,cluster_1
16953,31,1,61.900000000000006,cluster_1
16954,1,9,11507.91,cluster_1
16955,185,4,3257.81,cluster_3
16956,18,1,686.34,cluster_1
16957,240,2,2190.0,cluster_3
16959,88,1,622.49,cluster_1
16960,39,3,3488.29,cluster_1
16961,117,1,1521.14,cluster_1
16963,188,1,471.94,cluster_3
16965,227,1,2687.9500000000003,cluster_3
16966,9,7,19152.74,cluster_1
16967,190,1,3740.28,cluster_3
16968,5,2,2651.19,cluster_1
16969,40,3,9004.67,cluster_1
16971,39,2,4336.7,cluster_1
16974,101,1,5479.33,cluster_1
16975,320,1,12563.5,cluster_3
16976,267,2,2236.2200000000003,cluster_3
16978,78,1,2035.71,cluster_1
16979,4,6,10287.81,cluster_1
16980,256,2,8513.12,cluster_3
16982,61,1,2199.26,cluster_1
16983,4,8,24733.02,cluster_1
16984,89,2,28791.77,cluster_1
16985,18,10,24316.49,cluster_1
16986,30,2,6287.6,cluster_1
16987,4,7,5254.72,cluster_1
16988,6,1,259.72,cluster_1
16989,8,7,13447.79,cluster_1
16990,219,1,604.0,cluster_3
16992,11,5,9852.92,cluster_1
16995,331,1,11397.1,cluster_3
16996,31,7,6622.59,cluster_1
16997,289,3,2206.8,cluster_3
16998,150,4,1081.34,cluster_3
16999,24,2,2843.8,cluster_1
17001,1,11,21680.74,cluster_1
17002,86,3,8366.98,cluster_1
17004,47,2,8295.09,cluster_1
17006,5,4,2983.04,cluster_1
17007,51,8,8027.09,cluster_1
17008,228,1,997.64,cluster_3
17010,19,1,1409.72,cluster_1
17011,31,1,2184.04,cluster_1
17013,212,1,8706.01,cluster_3
17014,9,3,2341.69,cluster_1
17015,29,3,22158.29,cluster_1
17017,3,21,71541.05,cluster_0
17018,41,2,2747.2000000000003,cluster_1
17019,12,4,8763.289999999999,cluster_1
17022,32,1,1118.02,cluster_1
17024,46,4,1389.41,cluster_1
17025,61,3,2775.57,cluster_1
17026,186,2,1152.76,cluster_3
17027,79,7,9312.95,cluster_1
17029,111,2,2416.0,cluster_1
17030,64,1,1536.3,cluster_1
17031,12,2,1696.15,cluster_1
17033,87,4,8762.539999999999,cluster_1
17034,17,3,3835.81,cluster_1
17035,246,2,2791.4,cluster_3
17037,88,1,7776.94,cluster_1
17038,31,2,11033.83,cluster_1
17040,138,1,2315.88,cluster_1
17041,27,3,10121.7,cluster_1
17042,3,5,10696.62,cluster_1
17043,33,4,12006.96,cluster_1
17044,26,1,6139.68,cluster_1
17045,114,4,1710.44,cluster_1
17046,158,2,8954.08,cluster_3
17047,86,3,6407.12,cluster_1
17048,118,3,5609.93,cluster_1
17049,3,9,29216.59,cluster_1
17050,97,6,19612.22,cluster_1
17051,195,1,2015.63,cluster_3
17052,29,2,21872.07,cluster_1
17053,131,1,1761.34,cluster_1
17054,29,6,13544.14,cluster_1
17058,82,3,7277.09,cluster_1
17059,30,5,20309.7,cluster_1
17060,267,1,2454.72,cluster_3
17061,58,12,26470.59,cluster_1
17062,314,4,4702.06,cluster_3
17063,22,7,8041.73,cluster_1
17064,59,4,4266.33,cluster_1
17068,13,22,23329.61,cluster_0
17069,29,9,16518.63,cluster_1
17070,115,1,1612.51,cluster_1
17071,29,9,14394.3,cluster_1
17073,18,4,9187.94,cluster_1
17074,38,1,11825.83,cluster_1
17075,18,4,3699.63,cluster_1
17076,37,3,3885.92,cluster_1
17078,23,3,26425.94,cluster_1
17079,79,1,367.68,cluster_1
17080,23,2,1996.46,cluster_1
17081,26,2,1085.34,cluster_1
17082,34,2,12430.12,cluster_1
17083,110,3,9290.78,cluster_1
17084,36,2,19727.7,cluster_1
17085,124,5,9646.68,cluster_1
17086,8,7,17903.75,cluster_1
17088,29,6,10485.44,cluster_1
17089,298,1,4844.64,cluster_3
17090,5,9,16763.2,cluster_1
17091,3,9,17273.64,cluster_1
17092,51,5,13903.39,cluster_1
17094,185,2,2536.13,cluster_3
17095,23,4,8952.79,cluster_1
17096,16,4,3916.75,cluster_1
17097,3,8,4469.7,cluster_1
17099,51,1,97.56,cluster_1
17100,19,3,9264.75,cluster_1
17101,11,4,8454.289999999999,cluster_1
17102,262,1,46.64,cluster_3
17105,160,2,7671.63,cluster_3
17107,34,6,54230.79,cluster_1
17108,185,1,5886.389999999999,cluster_3
17109,30,6,6929.63,cluster_1
17110,166,1,679.86,cluster_3
17111,48,1,3078.66,cluster_1
17114,6,8,2800.37,cluster_1
17115,9,3,3440.03,cluster_1
17116,339,1,18.06,cluster_3
17117,289,1,816.04,cluster_3
17118,318,1,1500.84,cluster_3
17119,4,2,3844.79,cluster_1
17120,234,1,1306.16,cluster_3
17122,120,1,961.64,cluster_1
17123,162,2,6449.43,cluster_3
17124,186,1,1623.75,cluster_3
17125,51,1,3115.99,cluster_1
17126,153,5,8918.73,cluster_3
17127,319,2,51.5,cluster_3
17128,335,1,939.9,cluster_3
17131,6,5,10051.13,cluster_1
17133,16,8,32885.99,cluster_1
17134,107,2,1427.99,cluster_1
17135,17,8,13136.19,cluster_1
17138,276,1,1681.39,cluster_3
17139,16,12,52891.82,cluster_0
17140,248,1,3499.23,cluster_3
17142,240,1,1423.72,cluster_3
17144,2,2,5025.54,cluster_1
17146,85,4,3208.28,cluster_1
17147,23,4,10740.43,cluster_1
17148,52,1,848.98,cluster_1
17149,71,2,4286.04,cluster_1
17150,193,1,8077.12,cluster_3
17152,195,3,7032.339999999999,cluster_3
17153,25,1,1037.41,cluster_1
17154,76,1,5359.82,cluster_1
17155,18,2,2738.39,cluster_1
17157,8,2,1644.16,cluster_1
17158,33,3,9272.69,cluster_1
17159,22,3,12358.18,cluster_1
17160,32,6,27524.79,cluster_1
17162,29,11,11913.9,cluster_1
17163,22,2,977.04,cluster_1
17164,33,7,17850.44,cluster_1
17165,285,1,1187.58,cluster_3
17166,39,3,1258.23,cluster_1
17167,211,1,4971.96,cluster_3
17169,58,2,6247.66,cluster_1
17171,290,1,2126.79,cluster_3
17172,79,2,6681.55,cluster_1
17173,6,8,11164.17,cluster_1
17174,218,1,359.32,cluster_3
17175,45,4,10355.11,cluster_1
